aggressor,role,violence type,location,general location,severity,emotion,care,response,month,day,day_of_week,is_weekend,Moon Phase,Full Moon,Precipitation,Temperature,topic,topic_label,desc_topic,desc_topic_label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,1.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,2.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",2,8,3,0,0.9335452577033582,1,0.0,34.05,2,"inpatient, bed, unavailable",6,"verbal, assault, harassment"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",2,8,3,0,0.9335452577033582,1,0.0,34.05,2,"inpatient, bed, unavailable",6,"verbal, assault, harassment"
0.0,1.0,1.0,0.0,0.0,0.0,0.0,,"Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",2,8,3,0,0.9335452577033582,1,0.0,34.05,2,"inpatient, bed, unavailable",6,"verbal, assault, harassment"
0.0,2.0,1.0,0.0,0.0,0.0,0.0,,"Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",2,8,3,0,0.9335452577033582,1,0.0,34.05,2,"inpatient, bed, unavailable",6,"verbal, assault, harassment"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Seclusion of Patient",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Seclusion of Patient",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Seclusion of Patient",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Seclusion of Patient",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Seclusion of Patient",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,2.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Seclusion of Patient",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Emergency Call/Code",2,9,4,0,0.9674900983212256,1,0.0,38.15,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",2,11,6,1,0.035430314352644,0,0.0,41.150000000000006,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",2,10,5,1,0.0014369885413996,0,2.2,45.95,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,4.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",2,11,6,1,0.035430314352644,0,0.0,41.150000000000006,2,"inpatient, bed, unavailable",0,"patient, staff, security"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",2,16,4,0,0.2053969434248048,0,0.1,32.25,2,"inpatient, bed, unavailable",-1,Other (<2.5%)
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",2,16,4,0,0.2053969434248048,0,0.1,32.25,2,"inpatient, bed, unavailable",-1,Other (<2.5%)
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",2,16,4,0,0.2053969434248048,0,0.1,32.25,2,"inpatient, bed, unavailable",-1,Other (<2.5%)
0.0,2.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",2,16,4,0,0.2053969434248048,0,0.1,32.25,2,"inpatient, bed, unavailable",-1,Other (<2.5%)
0.0,4.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",2,16,4,0,0.2053969434248048,0,0.1,32.25,2,"inpatient, bed, unavailable",-1,Other (<2.5%)
0.0,4.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",2,16,4,0,0.2053969434248048,0,0.1,32.25,2,"inpatient, bed, unavailable",-1,Other (<2.5%)
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Chemical Restraint/Medication Administered",3,1,4,0,0.6813035048283544,0,0.0,31.950000000000003,1,"alter, mental, status",5,"verbal, pinching, hair"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, De-escalation Techniques, Emergency Call/Code",3,28,3,0,0.5997013549987262,0,34.7,46.5,2,"inpatient, bed, unavailable",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Emergency Call/Code, Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered",4,2,1,0,0.7698319732733017,0,2.1,41.5,2,"inpatient, bed, unavailable",-1,Other (<2.5%)
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Emergency Call/Code, Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered",4,2,1,0,0.7698319732733017,0,2.1,41.5,2,"inpatient, bed, unavailable",-1,Other (<2.5%)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",4,7,6,1,0.9399625915403964,1,0.0,41.6,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",4,7,6,1,0.9399625915403964,1,0.0,41.6,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",4,7,6,1,0.9399625915403964,1,0.0,41.6,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",4,7,6,1,0.9399625915403964,1,0.0,41.6,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",4,7,6,1,0.9399625915403964,1,0.0,41.6,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,2.0,1.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",4,7,6,1,0.9399625915403964,1,0.0,41.6,2,"inpatient, bed, unavailable",5,"verbal, pinching, hair"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Emergency Call/Code, De-escalation Techniques",4,13,5,1,0.1441852588168649,0,0.0,50.75,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,"Emergency Call/Code, De-escalation Techniques",4,13,5,1,0.1441852588168649,0,0.0,50.75,6,"housing, homelessness, lack",3,"object, break, posturing"
0.0,0.0,0.0,0.0,0.0,1.0,1.0,,De-escalation Techniques,4,16,1,0,0.2463103240786934,0,0.1,53.25,13,"communication, cooperation, family",6,"verbal, assault, harassment"
0.0,0.0,1.0,0.0,0.0,1.0,1.0,,De-escalation Techniques,4,16,1,0,0.2463103240786934,0,0.1,53.25,13,"communication, cooperation, family",6,"verbal, assault, harassment"
0.0,0.0,0.0,0.0,0.0,1.0,0.0,,"Security Called, Law Enforcement Called, De-escalation Techniques",4,16,1,0,0.2463103240786934,0,0.1,53.25,13,"communication, cooperation, family",9,Other (<2.5%)
0.0,0.0,1.0,0.0,0.0,1.0,0.0,,"Security Called, Law Enforcement Called, De-escalation Techniques",4,16,1,0,0.2463103240786934,0,0.1,53.25,13,"communication, cooperation, family",9,Other (<2.5%)
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, De-escalation Techniques",5,17,4,0,0.3014977413756359,0,0.0,59.0,-1,Outliers,6,"verbal, assault, harassment"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, De-escalation Techniques",5,17,4,0,0.3014977413756359,0,0.0,59.0,-1,Outliers,6,"verbal, assault, harassment"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,1.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,2,"inpatient, bed, unavailable",1,"elderly, confuse, pinching"
0.0,0.0,1.0,0.0,0.0,0.0,1.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,2,"inpatient, bed, unavailable",1,"elderly, confuse, pinching"
0.0,2.0,0.0,0.0,0.0,0.0,1.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,2,"inpatient, bed, unavailable",1,"elderly, confuse, pinching"
0.0,2.0,1.0,0.0,0.0,0.0,1.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",5,31,4,0,0.7779155817720432,0,0.0,61.7,2,"inpatient, bed, unavailable",1,"elderly, confuse, pinching"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,1,5,1,0.8119454275158254,0,0.0,64.9,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,1,5,1,0.8119454275158254,0,0.0,64.9,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,1.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,1,5,1,0.8119454275158254,0,0.0,64.9,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,2.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,1,5,1,0.8119454275158254,0,0.0,64.9,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",6,1,5,1,0.8119454275158254,0,0.0,64.9,2,"inpatient, bed, unavailable",9,Other (<2.5%)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Seclusion of Patient",6,2,6,1,0.845975273257049,0,0.0,66.55,2,"inpatient, bed, unavailable",9,Other (<2.5%)
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Seclusion of Patient",6,2,6,1,0.845975273257049,0,0.0,66.55,2,"inpatient, bed, unavailable",9,Other (<2.5%)
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,1.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,2.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,2.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,2.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,2.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,1.0,0.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,6,3,0,0.9820946562162352,1,3.6,68.2,1,"alter, mental, status",1,"elderly, confuse, pinching"
0.0,2.0,1.0,3.0,1.0,0.0,1.0,,Law Enforcement Called,6,16,6,1,0.3219073433068342,0,0.0,60.75,0,"action, resident, patient",6,"verbal, assault, harassment"
0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code, Police Report Completed",6,19,2,0,0.4238430556965457,0,0.4,83.0,2,"inpatient, bed, unavailable",7,"scratch, pull, grab"
0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code, Police Report Completed",6,19,2,0,0.4238430556965457,0,0.4,83.0,2,"inpatient, bed, unavailable",7,"scratch, pull, grab"
0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code, Police Report Completed",6,19,2,0,0.4238430556965457,0,0.4,83.0,2,"inpatient, bed, unavailable",7,"scratch, pull, grab"
0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code, Police Report Completed",6,19,2,0,0.4238430556965457,0,0.4,83.0,2,"inpatient, bed, unavailable",7,"scratch, pull, grab"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, De-escalation Techniques",6,19,2,0,0.4238430556965457,0,0.4,83.0,2,"inpatient, bed, unavailable",7,"scratch, pull, grab"
0.0,2.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, De-escalation Techniques",6,19,2,0,0.4238430556965457,0,0.4,83.0,2,"inpatient, bed, unavailable",7,"scratch, pull, grab"
0.0,4.0,0.0,0.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Physical Restraints Used, De-escalation Techniques",6,19,2,0,0.4238430556965457,0,0.4,83.0,2,"inpatient, bed, unavailable",7,"scratch, pull, grab"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Emergency Call/Code, De-escalation Techniques",6,23,6,1,0.5597573388727425,0,2.4,75.85,2,"inpatient, bed, unavailable",7,"scratch, pull, grab"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,Chemical Restraint/Medication Administered,6,23,6,1,0.5597573388727425,0,2.4,75.85,2,"inpatient, bed, unavailable",0,"patient, staff, security"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Security Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,23,6,1,0.5597573388727425,0,2.4,75.85,2,"inpatient, bed, unavailable",0,"patient, staff, security"
0.0,0.0,0.0,5.0,0.0,0.0,0.0,,"Security Called, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",6,23,6,1,0.5597573388727425,0,2.4,75.85,2,"inpatient, bed, unavailable",0,"patient, staff, security"
