date,aggressor,response,role,violence type,location,general location,severity,emotion,care,factor,description
2/9/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",Allied Health,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object
2/9/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",Security,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object
2/9/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, Seclusion of Patient, Emergency Call/Code, De-escalation Techniques",Security,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object
2/8/2024,Patient,"Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",Nurse,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,harassment verbal assault posture
2/8/2024,Patient,"Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",Physician/APP,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,harassment verbal assault posture
2/8/2024,Patient,"Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",Allied Health,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,harassment verbal assault posture
2/8/2024,Patient,"Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",Security,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,harassment verbal assault posture
2/9/2024,Patient,"Security Called, Seclusion of Patient",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object verbal assault attempt break window
2/9/2024,Patient,"Security Called, Seclusion of Patient",Nurse,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object verbal assault attempt break window
2/9/2024,Patient,"Security Called, Seclusion of Patient",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object verbal assault attempt break window
2/9/2024,Patient,"Security Called, Seclusion of Patient",Nurse,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object verbal assault attempt break window
2/9/2024,Patient,"Security Called, Seclusion of Patient",Security,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object verbal assault attempt break window
2/9/2024,Patient,"Security Called, Seclusion of Patient",Security,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object verbal assault attempt break window
2/9/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,1.0,inpatient bed unavailable,posturing spit throw object break object verbal assault spit hro break object stretcher attempt assault
2/9/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used",Nurse,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,1.0,inpatient bed unavailable,posturing spit throw object break object verbal assault spit hro break object stretcher attempt assault
2/9/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used",Other,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,1.0,inpatient bed unavailable,posturing spit throw object break object verbal assault spit hro break object stretcher attempt assault
2/9/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used",Other,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,1.0,inpatient bed unavailable,posturing spit throw object break object verbal assault spit hro break object stretcher attempt assault
2/9/2024,Patient,"Security Called, Law Enforcement Called, Emergency Call/Code",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing throw object break object flip stretcher pull eye wash station wall
2/11/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Emergency Call/Code, De-escalation Techniques",Other,Physical Violence,ED/ER,Clinical Unit,3.0,1.0,1.0,inpatient bed unavailable,grab pinching scratch hair pull kicking hit beating posturing punch push shoving destroy hospital property attack hro right elbow laceration
2/10/2024,Patient,"Security Called, Law Enforcement Called, Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",Security,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,throw object break object throw ipad floor smash sink
2/11/2024,Patient,"Security Called, Law Enforcement Called, Emergency Call/Code, De-escalation Techniques, Chemical Restraint/Medication Administered",Other,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing push shoving punch badge reader shove hro
2/16/2024,Patient,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing punch kicking hit beating throw object break object hit head window
2/16/2024,Patient,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",Nurse,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing punch kicking hit beating throw object break object hit head window
2/16/2024,Patient,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",Security,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing punch kicking hit beating throw object break object hit head window
2/16/2024,Patient,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",Security,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing punch kicking hit beating throw object break object hit head window
2/16/2024,Patient,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",Other,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing punch kicking hit beating throw object break object hit head window
2/16/2024,Patient,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, De-escalation Techniques",Other,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,posturing punch kicking hit beating throw object break object hit head window
3/1/2024,Patient,"Security Called, Chemical Restraint/Medication Administered",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating hit staff
3/28/2024,Patient,"Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered, Physical Restraints Used, De-escalation Techniques, Emergency Call/Code",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,throw object break object rip badge reader wall pull eye wash station cord attempt assault
4/2/2024,Patient,"Emergency Call/Code, Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,kicking hit beating throw object break object kick hole drywall punch window
4/2/2024,Patient,"Emergency Call/Code, Security Called, Law Enforcement Called, Chemical Restraint/Medication Administered",Security,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,kicking hit beating throw object break object kick hole drywall punch window
4/7/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,grab pinching scratch hair pull kicking hit beating push shoving verbal assault arrive ems combative
4/7/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Nurse,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,grab pinching scratch hair pull kicking hit beating push shoving verbal assault arrive ems combative
4/7/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/APP,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,grab pinching scratch hair pull kicking hit beating push shoving verbal assault arrive ems combative
4/7/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/APP,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,grab pinching scratch hair pull kicking hit beating push shoving verbal assault arrive ems combative
4/7/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,grab pinching scratch hair pull kicking hit beating push shoving verbal assault arrive ems combative
4/7/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,grab pinching scratch hair pull kicking hit beating push shoving verbal assault arrive ems combative
4/13/2024,Patient,"Emergency Call/Code, De-escalation Techniques",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,homelessness lack housing,posturing throw object break object verbal threat violence hit door wall
4/13/2024,Patient,"Emergency Call/Code, De-escalation Techniques",Nurse,Verbal Abuse,ED/ER,Clinical Unit,0.0,0.0,,homelessness lack housing,posturing throw object break object verbal threat violence hit door wall
4/16/2024,Patient,De-escalation Techniques,Nurse,Physical Violence,ED/ER,Clinical Unit,1.0,1.0,,community service unavailable,grab pinching scratch hair pull verbal assault verbal threat violence throw object grab squeeze staff arm
4/16/2024,Patient,De-escalation Techniques,Nurse,Verbal Abuse,ED/ER,Clinical Unit,1.0,1.0,,community service unavailable,grab pinching scratch hair pull verbal assault verbal threat violence throw object grab squeeze staff arm
4/16/2024,Patient,"Security Called, Law Enforcement Called, De-escalation Techniques",Nurse,Physical Violence,ED/ER,Clinical Unit,1.0,0.0,,community service unavailable,throw object break object kicking hit beating verbal assault call throw object hit kick
4/16/2024,Patient,"Security Called, Law Enforcement Called, De-escalation Techniques",Nurse,Verbal Abuse,ED/ER,Clinical Unit,1.0,0.0,,community service unavailable,throw object break object kicking hit beating verbal assault call throw object hit kick
5/17/2024,Patient,"Security Called, De-escalation Techniques",Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,removal personal belonging security care team,verbal assault yelling call attempt cigarette
5/17/2024,Patient,"Security Called, De-escalation Techniques",Physician/APP,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,removal personal belonging security care team,verbal assault yelling call attempt cigarette
5/29/2024,Patient,"Security Called, De-escalation Techniques",Allied Health,Verbal Abuse,ED/ER,Clinical Unit,0.0,1.0,,unknown,posturing harassment verbal assault threaten behavior outpatient lab
5/30/2024,Patient,No Security or Law Enforcement Called,Admin/Management,Verbal Abuse,Administration,Administrative/Shared,0.0,1.0,,unknown,verbal assault unwilling participate registration
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault confuse elderly patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault confuse elderly patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Physician/APP,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault confuse elderly patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Physician/APP,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault confuse elderly patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Allied Health,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault confuse elderly patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Allied Health,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault confuse elderly patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,1.0,,inpatient bed unavailable,bite grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault pediatric bh patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Nurse,Verbal Abuse,ED/ER,Clinical Unit,0.0,1.0,,inpatient bed unavailable,bite grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault pediatric bh patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Security,Physical Violence,ED/ER,Clinical Unit,0.0,1.0,,inpatient bed unavailable,bite grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault pediatric bh patient attempt leave
5/31/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Security,Verbal Abuse,ED/ER,Clinical Unit,0.0,1.0,,inpatient bed unavailable,bite grab pinching scratch hair pull kicking hit beating punch push shoving verbal assault pediatric bh patient attempt leave
6/1/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating confuse elderly patient attempt leave
6/1/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/APP,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating confuse elderly patient attempt leave
6/1/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Allied Health,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating confuse elderly patient attempt leave
6/1/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating confuse elderly patient attempt leave
6/1/2024,Patient,"Security Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,kicking hit beating pediatric bh patient attempt leave
6/2/2024,Patient,"Security Called, Law Enforcement Called, Seclusion of Patient",Nurse,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,kicking hit beating pediatric bh patient attempt leave
6/2/2024,Patient,"Security Called, Law Enforcement Called, Seclusion of Patient",Security,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,kicking hit beating pediatric bh patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/APP,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/APP,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Allied Health,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Allied Health,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/APP,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Physician/APP,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Security,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Allied Health,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/6/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code",Allied Health,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,alter mental status,grab pinching scratch hair pull kicking hit beating push shoving verbal assault confuse elderly patient attempt leave
6/16/2024,Patient,Law Enforcement Called,Admin/Management,Verbal Abuse,Common Areas,Administrative/Shared,0.0,1.0,,influence,verbal assault harassment patient harass switchboard operator
6/17/2024,Patient,De-escalation Techniques,Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,unknown,kicking hit beating kick staff attempt change brief
6/18/2024,Employee (Lateral),No Security or Law Enforcement Called,Nurse,Verbal Abuse,BC,Clinical Unit,0.0,0.0,,unknown,harassment doctor nurse telephone interaction
6/18/2024,Visitor,No Security or Law Enforcement Called,Nurse,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,0.0,0.0,,unknown,harassment verbal assault telephone interaction nurse family
6/19/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code, Police Report Completed",Nurse,Physical Violence,ED/ER,Clinical Unit,3.0,2.0,1.0,inpatient bed unavailable,biting choke grab pinching scratch hair pull kicking hit beating punch push shoving block security ability close door nurse station rip shirt nurse attack security attempt strangle bite security officer chest
6/19/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code, Police Report Completed",Nurse,Verbal Abuse,ED/ER,Clinical Unit,3.0,2.0,1.0,inpatient bed unavailable,biting choke grab pinching scratch hair pull kicking hit beating punch push shoving block security ability close door nurse station rip shirt nurse attack security attempt strangle bite security officer chest
6/19/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code, Police Report Completed",Security,Physical Violence,ED/ER,Clinical Unit,3.0,2.0,1.0,inpatient bed unavailable,biting choke grab pinching scratch hair pull kicking hit beating punch push shoving block security ability close door nurse station rip shirt nurse attack security attempt strangle bite security officer chest
6/19/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, Chemical Restraint/Medication Administered, De-escalation Techniques, Emergency Call/Code, Police Report Completed",Security,Verbal Abuse,ED/ER,Clinical Unit,3.0,2.0,1.0,inpatient bed unavailable,biting choke grab pinching scratch hair pull kicking hit beating punch push shoving block security ability close door nurse station rip shirt nurse attack security attempt strangle bite security officer chest
6/19/2024,Patient,"Security Called, Law Enforcement Called, Physical Restraints Used, De-escalation Techniques",Facilities,Physical Violence,ED/ER,Clinical Unit,0.0,0.0,,inpatient bed unavailable,grab pinching scratch hair pull kicking hit beating punch throw object break object punching wall rip metal electrical box wall attempt stab nursing staff kelly clamp
